word,sentence,video_id
Abend,"Durch die tiefe Stille im Zimmer tönte nur das Schluchzen Oswalds ; auch die Augen der beiden anderen Männer standen voll Tränen . "" Bist Du es , Oswald ? "" fragte Bruno , "" weshalb weinst Du ? guten Abend , Herr Doktor ; wo kommen Sie her ? es geht wohl zu Ende mit mir ?",19
Abend,"6 "" kristallisierter Soda , bei einer Temperatur von 69 ° C. Abends , so daß die Küpe am anderen Morgen die Färbetemperatur von circa 62,5 ° C. zeigt . Will man keinen neuen Indigo zusetzen , so erwärme man trotzdem täglich mit 1 kg Mehl und 2 kg kristallisierter Soda , immer die Temperatur von 69 ° C. im Auge behaltend .",19
Abend,"Der Birkhahn wählt sich zu seiner Balze regelmäßig einen freien Platz im Walde , am liebsten eine Wiese oder Lehde , auch wohl einen Schlag , auf welchem die junge Baumsaat ihn noch nicht hindern kann . Er erscheint am Abend in der Nähe desselben , tritt zu Baume und balzt hier in Unterbrechungen bis zum Einbruche der Nacht . Früh in der Morgendämmerung verläßt er die Schlafstelle und begibt sich auf den Boden herab ; denn seine Tänze erfordern einen großen Raum .",19
Abend,"Sie verrichten ihre Andachten draußen auf einer umgebenden Galerie ; und diese Andacht besteht vorzüglich nur darin , daß sie beide Hände vor der Stirn zusammenlegen , sich dann auf die Hände zur Erde werfen , und mit der Stirn den Boden berühren . Sie gehen dann auf dieser Galerie rings um den Tempel , wiederholen die Anbetung jedesmal bei der Tür , und fahren damit so lange fort , als die Andacht nur aushalten will , oft bis auf den Abend ; so lange nämlich als die sechs großen Litaneien währen , deren Inhalt überhaupt eine Fürbitte für das Wohl des ganzen Menschengeschlechts und für alle Unglückliche , ohne Unterschied der Religion , sein soll . Oben beschriebener Gottesdienst geschah in dem mittelsten und vornehmsten Tempel .",19
Abend,"Endlich war der Tag der Abreise festgesetzt worden . Am Abende vorher war schon das Hauptsächlichste , was mitgenommen werden sollte , in den Wagen geschafft , und die Frauen hatten am Nachmittage an mehreren Stellen Abschied genommen : bei den Gärtnerleuten in der Schreinerei und im Meierhofe . Am anderen Morgen erschienen sie bei dem Frühmahle in Reisekleidern , während noch Arabella das Dienstmädchen Mathildes diejenigen Sachen , die bis zu dem letzten Augenblicke im Gebrauch gewesen waren , in den Wagen packte .",19
Abend,"Elbe sollte auf dem kürzesten Wege nach Deutschland zurückkehren und alles überflüssige mitnehmen . Am Abend des 19. Dezember brachte eine Lorcha den jungen Elefanten heraus , den Sir Robert Schomburgk für Ihre Königliche Hoheit die Frau Kronprinzessin von Preußen bestimmte , mit ihm einen siamesischen Eber , der in Bangkok sein Spielgefährte war . Auf der Elbe fühlte sich der lustige Elefant bald zu Hause und wurde der Liebling der ganzen Mannschaft .",19
Abend,"-- Der Anfang der Fastenzeit wird durch die Moazen oder heiligen Ausrufer von den Türmen der Moskeen als die wichtigste Neuigkeit angekündigt . Das Volk antwortet hierauf mit einem Freudengeschrei , zünden überall Lichter an , ( das Fest nimmt des Abends , nach Sonnenuntergang seinen Anfang . ) In der Beobachtung der Fasten findet man eben nichts Unangenehmes , besonders kommen sie solchen gar nicht strenge vor , welche sich jederzeit bemühet haben , den Gesetzen gemäß zu leben .",19
Abend,"Am künftigen Dienstag wird daselbst bei Sr. Majestät , dem Könige , Ball und Sopper sein , wohin alle Prinzen und Prinzessinnen , so wie alle Personen vom Stande eingeladen sind . Selbigen Abend wird daselbst ein Feuerwerk abgebrannt . Zum Behuf desselben sind 6000 Taler angewiesen worden .",19
Abend,"Ich bleibe bei dir : ich baue statt deiner das Feld und erarbeite meine und deine Nahrung : wenn der Abend mir den Schweiß abkühlt , dann sitze ich mit dir unter dem Schatten dieser Zypressen und schwärme mit dir in bilderreichem Nachdenken und süßen Grillen herum ; wir träumen wachend über unser Selbst , du lehrst mich deine alte Erfahrung , wir leben in uns , mit uns , und denken nicht Eine Minute daran , ob Kreaturen , die sich mit uns zu Einer Art rechnen , außer unseren Bergen einander zerfleischen , würgen , braten , rösten , essen . Wehe euch , ihr Freunde , daß ihr noch auf der offenen See der Welt herumgeworfen werdet , noch nicht wenigstens eine kleine Bucht gefunden habt , die euch vor den Gefahren sicherte , wenn ihr gleich das tolle Spiel der Welt mit ansehen müßtet .",19
Abend,"Oft hat er für seine Diebereien Prügel bekommen , und er ist sonst überhaupt sehr strenge wegen derselben behandelt worden ; allein alles dies hat seinen Hang zum Stehlen nur gleichsam vermehrt . Fast täglich stiehlt er seinen Pflegeltern noch Kleinigkeiten , als Messer , Gabeln , Bouteillen u. s.w. weg , und trägt sie , wenn er entwischen kann , oft des Abends unter seinem Schlafrock zum Verkaufe aus ; ja er sucht sogar die Kinder der Nachbarschaft zu bereden , daß sie ihre Eltern heimlich bestehlen und die Beute mit ihm teilen sollen . Verschiedenemal ist er heimlich entlaufen , und man hat ihn in den Dörfern um die Stadt herum mit niedergeschlagenem Hute und umgewandten Kleidern bettelnd gefunden .",19
englisch,"Maltzahns Bericht , 7. Oct. Kaiser Franz an H. Wilhelm v. Braunschweig , 17. Oct. 1830 . Am 8. November hatte Karl die Verhandlungen mit den englischen Ministern plötzlich abgebrochen , am folgenden Tage war er aus England verschwunden . Acht Tage später tauchte er in der Frankfurter Gegend wieder auf ; der Jude Henrici , der soeben aus dem Londoner Schuldgefängnis entlassene vormalige bayerische Leutnant Bender v. Bienental und einige andere Abenteurer gleichen Schlages bildeten sein Gefolge .",445
englisch,"Ich halte also eine kleine Beschreibung von ihm nicht für überflüssig , wenigstens dient sie zur Vergleichung . Mein Vogel den ich hier beschreibe war ein Männchen und ein Jahr alt ; seine Höhe längst den Beinen hinauf 16 englische Zoll , die Länge vom Schnabel bis an das Ende des Schwanzes 3 englische Fuß , und von einem Ende der ausgebreiteten Flügel bis zum anderen 8 solcher Fuß . Die natürliche Lage der Flügel war so , daß die Enden der dritten , vierten und fünften Schwungfeder ( Remiges ) mit den Enden der Schwanzfedern ( Rectrices ) in einem Abschnitt sich endigten .",445
englisch,"Fruchtbare Äcker und schöne Wiesen verschwanden , und nun war die große Fläche mit Sand überdeckt , wo man Mühe hatte , die Pflanzung fortzubringen . Der Garten ist von einem großen Umfang ; desto mehr wird man durch die ewige Symmetrie ermüdet , die hier durchgängig herrscht , bis auf einen kleinen Bezirk , den man den englischen Garten nennt . Man sieht nichts als große , gerade Alleen , Hecken und Bogengänge mit Linial und Schnur gezogen , Arkaden , Altane und Nischen von Baumwerk gebildet , eine unnütze Menge von eisernem und hölzernem Gitterwerk ; und dazwischen Parterre , Wasserkünste , stehende und liegende Figuren , meistens von Marmor in natürlicher , einige von Gips in kolossalischer Größe , endlich reguläre Wasserbehältnisse .",445
englisch,"Eine ähnliche unternahm Hr. Valet zu Bristol. Hr. Bonoeil ging nachmals selbst nach England über , und errichtete , nach vielen mühseligen Patentstreitigkeiten , ein eigenes Etablissement ( Beau-regard ) bei Liverpool , von wo aus er jetzt Manchester und die umliegende Gegend mit dephlogistisirter Salzsäure versorgt . Auch in Lisle im französischen Flandern , zu Colmar im Elsaß und in der Normandie , wo die Baumwollenmanufakturen mit den englischen wetteifern , wurde Berthollets Erfindung benutzt . Die Herren Oberkampf und Royer zu Jouy und Hr. Henry zu Manchester versuchten die Grappbrühe auf den Kattunen , statt des Kuhmists , durch dephlog .",445
englisch,"Zwar wird man einwenden , daß bei einem solchen Impost alle englische Waren gar bald gänzlich zurück bleiben , und unsere deutschen Fabriken , welche bereits wirklich den englischen in vielen Arten von Waren gleich kommen , den Markt allein haben würden . Allein ohne zu gedenken , daß wir so wie hier oben bereits gezeigt , keine Auflage von 35 p. C. zu machen gebrauchen , sondern mit dem zehnten Teil zukommen können , und daß hierdurch die englischen Manufakturen vermutlich nicht ganz zurück gehalten werden dürften : so wird zu der Zeit , wenn wir erst so glücklich sein werden , die fremden Wollwaren gänzlich entbehren zu können , sich noch allemal ein patriotisches Projekt wieder finden , wodurch dieses minus in der zu errichtenden Reichskasse ersetzet werden kann ; und vielleicht sind wir zu der Zeit gar so glücklich , daß mittlerweile alle unsere alten Prozesse abgetan , und die neuen mit wenigeren Kosten durchgebracht werden können .",445
englisch,"Aber des frommen Greises Ermahnungen rührten das Kirchspiel Endlich : da wurde sie gebaut zu edlerer Gäste Bewirtung , Rings mit Tapeten geschirmt , mit wärmenden Bohlen gepflastert , Einem zierlichen Ofen geschmückt , und englischen Fenstern , Nach dem Garten hinaus und des Sees hochwaldiger Krümmung . Wer ihn jetzt besucht , dem zeiget er gerne die Aussicht , Jede Bequemlichkeit und Verschönerung , schätzet des Baues Kosten , und rühmt die Häupter des Kirchspiels .",445
englisch,"Von gehämtem Flusse der Kindbetterinnen , hofm . de aere microc . faktet . In der englischen Krankheit , buchener de rhachit. S. 10. 11 . PETIT malad . des os. T. II. S. 126. 127. saviard . obs.",445
englisch,"Woraus man zur Genüge ersieht , wie das beiderseitige Interesse gegeneinander gestanden und wohin sie sich versteckte Winke gegeben haben . Das sonderbarste bei diesem Streite war , daß die Hansestädte sich nie auf das vorhin eingerückte Privilegium vom Jahr 1237 , welches von Gothlandischen Kaufleuten spricht , bezogen , sondern ihren ruhigen Besitz der freien Ein- und Ausfuhr vom Jahr 1260 anrechneten ; die Engländer aber ebenfalls jenes Privilegium gar nicht kannten , sondern bloß durch die gesunde Vernunft geleitet , behaupteten , es könne sich die Einfuhr der Hansestädte nicht weiter als auf solche Ware , so in ihrer Heimat fiele , erstrecken , ihnen auch die Feyheit nicht zustehen englische Waren auf auswärtige freie Märkte zu führen . Unstreitig hatten die Hansischen gute Ursachen jenes Privilegium im Dunklen zu lassen ; und sich dafür auf den Besitzstand , Soden auf die vor und nach erhaltene in allgemeinen Ausdrücken abgefaßte Königl. Privilegien zu beziehen ; welche , nachdem man ihnen das von 1237 unterlegte , einen ganzen anderen Sinn bekamen , als wenn man sie nach der Voraussetzung der Hansestädte erklärte .",445
englisch,"Ich fand darin : 1 ) Eine Englische Übersetzung von Cronstedts Mineralogie , durch Gustav von Engeström , London , 1770. gr. 8. die viel vermehrt und sehr brauchbar ist . 2) Ganz anders aber ist die Französische Übersetzung von Dreux , die so viele Fehler als Zeilen hat , zum Teil sehr lächerliche , als : S. 112. nennt er den Tuffstein , Fonds baptismaux , als wenn Taufstein im Deutschen stünde. S. 171. sagt er : la Topase se trouve avec la Cochlite en Saxe , -- soll heißen :",445
englisch,"Dagegen sind die Abgaben größer geworden , da der König für das Recht nach dem Willen des Residenten zu regieren , auch noch einen bedeutenden Tribut erlegen muß , den er natürlich aus dem Säckel des Volkes nimmt . Der König von Radschpatan zahlt jährlich drei Lack ( 300,000 Rupien ) an die englische Regierung . Seit dem Jahre 1843 soll in ganz Indien keine Verbrennung mehr stattgehabt haben .",445
englisch,"Die Dichtkunst so unnütz ? Wohl ! belohnt sie nur so , wie ihr den gaukelnden Tänzer , Welcher dem Staate noch weniger nützt , die Triller des Welschen , Oder die englische Kuppel bezahlt . Sind diese nicht unnütz , O so sind es noch weniger Lieder , der Nachwelt Bewunderung , Welche das schwellende Herz noch mehr zur Tugend erheben .",445
englisch,"Ihre Kultur wurde zugleich erweitert , mit allen Vorteilen für die Forstwissenschaft , für die mechanischen Künste und Handwerke , für so manche Bedürfnisse des bürgerlichen Lebens . Vornehmlich sind es die amerikanischen Bäume und Sträucher , die der englische Gartengeschmack in verschiedene Länder von Europa verbreitet hat . Es ist wahr , daß manche Gärten sie leicht entbehren können , zumal wenn wir den reichen Vorrat unserer älteren Bäume besser gebrauchen lernen .",445
englisch,"Die im Gefolge des Gesandten auf dem Überlandwege Gekommenen hatten ihre Kammern auf den Kriegsschiffen einzurichten , in denen sie nichts als eine Schlafkoje und eine Kommode fanden , und noch mancherlei andere Vorkehrungen für die Weiterreise zu treffen ; denn Singapore war , wenn wir nach Japan gingen , auf lange Zeit der letzte Hafen , wo man europäische Lebensbedürfnisse kaufen konnte . Die auf den Kriegsschiffen eingetroffenen Herren , welche ihre Einrichtung in England gemacht und schon Erfahrung gesammelt hatten , gaben die nötige Anleitung ; die englischen Kaufleute lieferten -- zu ansehnlichen Preisen -- fast Alles was der Seereisende braucht , und ließen das Fehlende durch chinesische Handwerker anfertigen . Die Marine-Offiziere , die Beamten und Mannschaften hatten nach der langen stürmischen Fahrt alle Hände voll zu tun , um die Schiffe wieder seefertig zu machen -- kurz , Jeder war eifrig beschäftigt .",445
englisch,"Mehr tritt Manie den maurerischen Vorstellungen dadurch näher , dass nach ihm das Licht der erste Grossherrliche , durch keine Zahl beschränkt , Gott selbst , der König der Paradiese des Lichts ist . Dieser erste oder uranfängliche Große ( in virtute magnificus bei Augustin ) ist unverkennbar mit dem Grossmaurer verwandt , welcher nach Antw. 70 des englischen Lehrlingsfragestücks die Welt und den Menschen erbauet hat , - ist der allmächtige Baumeister der Welt , - der Große schlechthin oder in jeder Hinsicht , wie er auch der Ewige heißt , und wie Augustin vom Atlas maximus redet . Der Große in diesem Sinne ist zugleich der einzige und eigentliche Grossmeister , mit der Welt als der von ihm geschaffenen und regierten Grossloge und der gesamten Menschheit als den göttlichen Arbeitern , Kindern und Brüdern , - er ist der Gott der Götter , die göttliche Allheit , die Grossherrlichkeit im Fihrist des Muhammad ben Ishak .",445
englisch,"Den stärksten Verkehr hat Kopenhagen mit Schweden ( 1888 1 ·1 Millionen Tons ) , nicht viel geringer ist der mit Grossbritannien , es folgen Deutschland ( 649.000 Tons ) , das Baltische Meer und Russland . Die dänische Flagge besorgt mehr als die Hälfte ( 2 ·2 Millionen Tons ) der ganzen Leistung , an sie reihten sich die englische ( 761.000 Tons ) , die deutsche , die norwegische , die niederländische und die russische Flagge . Im Küstenverkehre sind neben der dänischen Flagge in ganz geringem Maße die deutsche und die schwedische Flagge beteiligt .",445
englisch,"Der Betrieb geschieht meistens mit Dampfmaschinen . Unter den christlichen Kirchen zeichnet sich vor allen die englische Kathedrale aus . Ihre Bauart ist gotisch , und der schöne Hauptturm überragt ein halbes Dutzend kleinerer Türmchen .",445
englisch,"Contre-Admiral Jaures befehligte die Fregatte Semiramis , die Korvette Dupleix und den Aviso Tankrede ; der königlich niederländische Kapitän De Man die Korvetten Amsterdam , Medusa , Metalcruis und Djambi . Der amerikanische Minister-Resident hatte den Paketdampfer Takiang gemietet und mit Artillerie und Mannschaft von der Segel-Korvette Jamestown ausgerüstet , welche , zu der Expedition nicht geeignet , mit vier englischen Fahrzeugen , einer Korvette und drei Kanonenbooten , vor Yokuhama zurückblieb . Das zwanzigste und ein Detachement des siebenundsechszigsten englischen Linien-Regiments bivouakirten zum Schutze der Niederlassung auf den umliegenden Höhen . --",445
englisch,"Wie jede Erfindung , ist sie nicht unvermittelt auf die Welt gekommen , auch nicht nur in dem Kopfe eines Menschen entstanden . Einer der ersten , der das Fundament der Phlogistonlehre , ohne es zu ahnen , untergrub , war der englische Chemiker Black . Joseph Black , 1728 zu Bordeaux von englischen Eltern geboren , später Professor der Chemie in Glasgow und danach in Edinburg , starb im Jahre 1799 .",445
englisch,"Die nächste Folge dieser viel Aufsehen machenden "" Richardson afair war die , dass der Bakufu ₤ 100000 Entschädigung zahlen musste , von Satsuma aber weitere ₤ 25000 und die Auslieferung Shimadzu Saburos verlangt wurde . Diesem Verlangen wurde nicht entsprochen , und so folgte im August 1863 durch eine englische Flotte unter Admiral Kuper die Beschiessung von Kagoshima , das trotz tapferer Verteidigung größtenteils zerstört wurde , und die Wegnahme dreier Dampfschiffe , welche Satsuma gehörten . Schon im Frühling dieses Jahres , also bevor noch die englische Flotte vor Kagoshima erschienen war , hatte eine Versammlung der Daimio in Kioto stattgefunden , an der auch der Shogun in Folge dringender Aufforderung des Mikado teilnahm .",445
englisch,"Tee hörte auf bloß Luxusartikel auf dem Tisch des Wohlhabenden zu sein . Millionen von Unbemittelten haben sich auch in Europa und in allen englisch redenden Ländern außerhalb an seinen Genuss gewöhnt und gefunden , dass er ihnen das billigste und gesündeste warme Getränk liefert . Wie sich sein Verbrauch über die verschiedenen Länder verteilt , ergibt sich aus einer der nachfolgenden Übersichtstabellen . –",445
englisch,"Maltzahns Bericht , 7. Oct. Kaiser Franz an H. Wilhelm v. Braunschweig , 17. Oct. 1830 . Am 8. November hatte Karl die Verhandlungen mit den englischen Ministern plötzlich abgebrochen , am folgenden Tage war er aus England verschwunden . Acht Tage später tauchte er in der Frankfurter Gegend wieder auf ; der Jude Henrici , der soeben aus dem Londoner Schuldgefängnis entlassene vormalige bayerische Leutnant Bender v. Bienental und einige andere Abenteurer gleichen Schlages bildeten sein Gefolge .",446
englisch,"Ich halte also eine kleine Beschreibung von ihm nicht für überflüssig , wenigstens dient sie zur Vergleichung . Mein Vogel den ich hier beschreibe war ein Männchen und ein Jahr alt ; seine Höhe längst den Beinen hinauf 16 englische Zoll , die Länge vom Schnabel bis an das Ende des Schwanzes 3 englische Fuß , und von einem Ende der ausgebreiteten Flügel bis zum anderen 8 solcher Fuß . Die natürliche Lage der Flügel war so , daß die Enden der dritten , vierten und fünften Schwungfeder ( Remiges ) mit den Enden der Schwanzfedern ( Rectrices ) in einem Abschnitt sich endigten .",446
englisch,"Fruchtbare Äcker und schöne Wiesen verschwanden , und nun war die große Fläche mit Sand überdeckt , wo man Mühe hatte , die Pflanzung fortzubringen . Der Garten ist von einem großen Umfang ; desto mehr wird man durch die ewige Symmetrie ermüdet , die hier durchgängig herrscht , bis auf einen kleinen Bezirk , den man den englischen Garten nennt . Man sieht nichts als große , gerade Alleen , Hecken und Bogengänge mit Linial und Schnur gezogen , Arkaden , Altane und Nischen von Baumwerk gebildet , eine unnütze Menge von eisernem und hölzernem Gitterwerk ; und dazwischen Parterre , Wasserkünste , stehende und liegende Figuren , meistens von Marmor in natürlicher , einige von Gips in kolossalischer Größe , endlich reguläre Wasserbehältnisse .",446
englisch,"Eine ähnliche unternahm Hr. Valet zu Bristol. Hr. Bonoeil ging nachmals selbst nach England über , und errichtete , nach vielen mühseligen Patentstreitigkeiten , ein eigenes Etablissement ( Beau-regard ) bei Liverpool , von wo aus er jetzt Manchester und die umliegende Gegend mit dephlogistisirter Salzsäure versorgt . Auch in Lisle im französischen Flandern , zu Colmar im Elsaß und in der Normandie , wo die Baumwollenmanufakturen mit den englischen wetteifern , wurde Berthollets Erfindung benutzt . Die Herren Oberkampf und Royer zu Jouy und Hr. Henry zu Manchester versuchten die Grappbrühe auf den Kattunen , statt des Kuhmists , durch dephlog .",446
englisch,"Zwar wird man einwenden , daß bei einem solchen Impost alle englische Waren gar bald gänzlich zurück bleiben , und unsere deutschen Fabriken , welche bereits wirklich den englischen in vielen Arten von Waren gleich kommen , den Markt allein haben würden . Allein ohne zu gedenken , daß wir so wie hier oben bereits gezeigt , keine Auflage von 35 p. C. zu machen gebrauchen , sondern mit dem zehnten Teil zukommen können , und daß hierdurch die englischen Manufakturen vermutlich nicht ganz zurück gehalten werden dürften : so wird zu der Zeit , wenn wir erst so glücklich sein werden , die fremden Wollwaren gänzlich entbehren zu können , sich noch allemal ein patriotisches Projekt wieder finden , wodurch dieses minus in der zu errichtenden Reichskasse ersetzet werden kann ; und vielleicht sind wir zu der Zeit gar so glücklich , daß mittlerweile alle unsere alten Prozesse abgetan , und die neuen mit wenigeren Kosten durchgebracht werden können .",446
englisch,"Aber des frommen Greises Ermahnungen rührten das Kirchspiel Endlich : da wurde sie gebaut zu edlerer Gäste Bewirtung , Rings mit Tapeten geschirmt , mit wärmenden Bohlen gepflastert , Einem zierlichen Ofen geschmückt , und englischen Fenstern , Nach dem Garten hinaus und des Sees hochwaldiger Krümmung . Wer ihn jetzt besucht , dem zeiget er gerne die Aussicht , Jede Bequemlichkeit und Verschönerung , schätzet des Baues Kosten , und rühmt die Häupter des Kirchspiels .",446
englisch,"Von gehämtem Flusse der Kindbetterinnen , hofm . de aere microc . faktet . In der englischen Krankheit , buchener de rhachit. S. 10. 11 . PETIT malad . des os. T. II. S. 126. 127. saviard . obs.",446
englisch,"Woraus man zur Genüge ersieht , wie das beiderseitige Interesse gegeneinander gestanden und wohin sie sich versteckte Winke gegeben haben . Das sonderbarste bei diesem Streite war , daß die Hansestädte sich nie auf das vorhin eingerückte Privilegium vom Jahr 1237 , welches von Gothlandischen Kaufleuten spricht , bezogen , sondern ihren ruhigen Besitz der freien Ein- und Ausfuhr vom Jahr 1260 anrechneten ; die Engländer aber ebenfalls jenes Privilegium gar nicht kannten , sondern bloß durch die gesunde Vernunft geleitet , behaupteten , es könne sich die Einfuhr der Hansestädte nicht weiter als auf solche Ware , so in ihrer Heimat fiele , erstrecken , ihnen auch die Feyheit nicht zustehen englische Waren auf auswärtige freie Märkte zu führen . Unstreitig hatten die Hansischen gute Ursachen jenes Privilegium im Dunklen zu lassen ; und sich dafür auf den Besitzstand , Soden auf die vor und nach erhaltene in allgemeinen Ausdrücken abgefaßte Königl. Privilegien zu beziehen ; welche , nachdem man ihnen das von 1237 unterlegte , einen ganzen anderen Sinn bekamen , als wenn man sie nach der Voraussetzung der Hansestädte erklärte .",446
englisch,"Ich fand darin : 1 ) Eine Englische Übersetzung von Cronstedts Mineralogie , durch Gustav von Engeström , London , 1770. gr. 8. die viel vermehrt und sehr brauchbar ist . 2) Ganz anders aber ist die Französische Übersetzung von Dreux , die so viele Fehler als Zeilen hat , zum Teil sehr lächerliche , als : S. 112. nennt er den Tuffstein , Fonds baptismaux , als wenn Taufstein im Deutschen stünde. S. 171. sagt er : la Topase se trouve avec la Cochlite en Saxe , -- soll heißen :",446
englisch,"Dagegen sind die Abgaben größer geworden , da der König für das Recht nach dem Willen des Residenten zu regieren , auch noch einen bedeutenden Tribut erlegen muß , den er natürlich aus dem Säckel des Volkes nimmt . Der König von Radschpatan zahlt jährlich drei Lack ( 300,000 Rupien ) an die englische Regierung . Seit dem Jahre 1843 soll in ganz Indien keine Verbrennung mehr stattgehabt haben .",446
englisch,"Die Dichtkunst so unnütz ? Wohl ! belohnt sie nur so , wie ihr den gaukelnden Tänzer , Welcher dem Staate noch weniger nützt , die Triller des Welschen , Oder die englische Kuppel bezahlt . Sind diese nicht unnütz , O so sind es noch weniger Lieder , der Nachwelt Bewunderung , Welche das schwellende Herz noch mehr zur Tugend erheben .",446
englisch,"Ihre Kultur wurde zugleich erweitert , mit allen Vorteilen für die Forstwissenschaft , für die mechanischen Künste und Handwerke , für so manche Bedürfnisse des bürgerlichen Lebens . Vornehmlich sind es die amerikanischen Bäume und Sträucher , die der englische Gartengeschmack in verschiedene Länder von Europa verbreitet hat . Es ist wahr , daß manche Gärten sie leicht entbehren können , zumal wenn wir den reichen Vorrat unserer älteren Bäume besser gebrauchen lernen .",446
